Image_Name,xmin,ymin,xmax,ymax
Image_1.png,8271230.389106804,3705091.370130188,8271330.389106804,3705191.370130188
Image_2.png,8271230.389106804,3705191.370130188,8271330.389106804,3705291.370130188
Image_3.png,8271230.389106804,3705291.370130188,8271330.389106804,3705391.370130188
Image_4.png,8271230.389106804,3705391.370130188,8271330.389106804,3705491.370130188
Image_5.png,8271230.389106804,3705491.370130188,8271330.389106804,3705591.370130188
Image_6.png,8271230.389106804,3705591.370130188,8271330.389106804,3705691.370130188
Image_7.png,8271230.389106804,3705691.370130188,8271330.389106804,3705791.370130188
Image_8.png,8271230.389106804,3705791.370130188,8271330.389106804,3705891.370130188
Image_9.png,8271230.389106804,3705891.370130188,8271330.389106804,3705991.370130188
Image_10.png,8271230.389106804,3705991.370130188,8271330.389106804,3706091.370130188
Image_11.png,8271230.389106804,3706091.370130188,8271330.389106804,3706191.370130188
Image_12.png,8271230.389106804,3706191.370130188,8271330.389106804,3706291.370130188
Image_13.png,8271230.389106804,3706291.370130188,8271330.389106804,3706391.370130188
Image_14.png,8271230.389106804,3706391.370130188,8271330.389106804,3706491.370130188
Image_15.png,8271230.389106804,3706491.370130188,8271330.389106804,3706591.370130188
Image_16.png,8271230.389106804,3706591.370130188,8271330.389106804,3706691.370130188
Image_17.png,8271230.389106804,3706691.370130188,8271330.389106804,3706791.370130188
Image_18.png,8271230.389106804,3706791.370130188,8271330.389106804,3706891.370130188
Image_19.png,8271330.389106804,3705091.370130188,8271430.389106804,3705191.370130188
Image_20.png,8271330.389106804,3705191.370130188,8271430.389106804,3705291.370130188
Image_21.png,8271330.389106804,3705291.370130188,8271430.389106804,3705391.370130188
Image_22.png,8271330.389106804,3705391.370130188,8271430.389106804,3705491.370130188
Image_23.png,8271330.389106804,3705491.370130188,8271430.389106804,3705591.370130188
Image_24.png,8271330.389106804,3705591.370130188,8271430.389106804,3705691.370130188
Image_25.png,8271330.389106804,3705691.370130188,8271430.389106804,3705791.370130188
Image_26.png,8271330.389106804,3705791.370130188,8271430.389106804,3705891.370130188
Image_27.png,8271330.389106804,3705891.370130188,8271430.389106804,3705991.370130188
Image_28.png,8271330.389106804,3705991.370130188,8271430.389106804,3706091.370130188
Image_29.png,8271330.389106804,3706091.370130188,8271430.389106804,3706191.370130188
Image_30.png,8271330.389106804,3706191.370130188,8271430.389106804,3706291.370130188
Image_31.png,8271330.389106804,3706291.370130188,8271430.389106804,3706391.370130188
Image_32.png,8271330.389106804,3706391.370130188,8271430.389106804,3706491.370130188
Image_33.png,8271330.389106804,3706491.370130188,8271430.389106804,3706591.370130188
Image_34.png,8271330.389106804,3706591.370130188,8271430.389106804,3706691.370130188
Image_35.png,8271330.389106804,3706691.370130188,8271430.389106804,3706791.370130188
Image_36.png,8271330.389106804,3706791.370130188,8271430.389106804,3706891.370130188
Image_37.png,8271430.389106804,3705091.370130188,8271530.389106804,3705191.370130188
Image_38.png,8271430.389106804,3705191.370130188,8271530.389106804,3705291.370130188
Image_39.png,8271430.389106804,3705291.370130188,8271530.389106804,3705391.370130188
Image_40.png,8271430.389106804,3705391.370130188,8271530.389106804,3705491.370130188
Image_41.png,8271430.389106804,3705491.370130188,8271530.389106804,3705591.370130188
Image_42.png,8271430.389106804,3705591.370130188,8271530.389106804,3705691.370130188
Image_43.png,8271430.389106804,3705691.370130188,8271530.389106804,3705791.370130188
Image_44.png,8271430.389106804,3705791.370130188,8271530.389106804,3705891.370130188
Image_45.png,8271430.389106804,3705891.370130188,8271530.389106804,3705991.370130188
Image_46.png,8271430.389106804,3705991.370130188,8271530.389106804,3706091.370130188
Image_47.png,8271430.389106804,3706091.370130188,8271530.389106804,3706191.370130188
Image_48.png,8271430.389106804,3706191.370130188,8271530.389106804,3706291.370130188
Image_49.png,8271430.389106804,3706291.370130188,8271530.389106804,3706391.370130188
Image_50.png,8271430.389106804,3706391.370130188,8271530.389106804,3706491.370130188
Image_51.png,8271430.389106804,3706491.370130188,8271530.389106804,3706591.370130188
Image_52.png,8271430.389106804,3706591.370130188,8271530.389106804,3706691.370130188
Image_53.png,8271430.389106804,3706691.370130188,8271530.389106804,3706791.370130188
Image_54.png,8271430.389106804,3706791.370130188,8271530.389106804,3706891.370130188
Image_55.png,8271530.389106804,3705091.370130188,8271630.389106804,3705191.370130188
Image_56.png,8271530.389106804,3705191.370130188,8271630.389106804,3705291.370130188
Image_57.png,8271530.389106804,3705291.370130188,8271630.389106804,3705391.370130188
Image_58.png,8271530.389106804,3705391.370130188,8271630.389106804,3705491.370130188
Image_59.png,8271530.389106804,3705491.370130188,8271630.389106804,3705591.370130188
Image_60.png,8271530.389106804,3705591.370130188,8271630.389106804,3705691.370130188
Image_61.png,8271530.389106804,3705691.370130188,8271630.389106804,3705791.370130188
Image_62.png,8271530.389106804,3705791.370130188,8271630.389106804,3705891.370130188
Image_63.png,8271530.389106804,3705891.370130188,8271630.389106804,3705991.370130188
Image_64.png,8271530.389106804,3705991.370130188,8271630.389106804,3706091.370130188
Image_65.png,8271530.389106804,3706091.370130188,8271630.389106804,3706191.370130188
