Image_Name,xmin,ymin,xmax,ymax
Image_1.png,8279912.044476247,3695461.018104675,8280212.044476247,3695761.018104675
Image_2.png,8279912.044476247,3695761.018104675,8280212.044476247,3696061.018104675
Image_3.png,8279912.044476247,3696061.018104675,8280212.044476247,3696361.018104675
Image_5.png,8280212.044476247,3695161.018104675,8280512.044476247,3695461.018104675
Image_6.png,8280212.044476247,3695461.018104675,8280512.044476247,3695761.018104675
Image_7.png,8280212.044476247,3695761.018104675,8280512.044476247,3696061.018104675
Image_8.png,8280212.044476247,3696061.018104675,8280512.044476247,3696361.018104675
Image_9.png,8280212.044476247,3696361.018104675,8280512.044476247,3696661.018104675
Image_11.png,8280512.044476247,3695161.018104675,8280812.044476247,3695461.018104675
Image_12.png,8280512.044476247,3695461.018104675,8280812.044476247,3695761.018104675
Image_13.png,8280512.044476247,3695761.018104675,8280812.044476247,3696061.018104675
Image_14.png,8280512.044476247,3696061.018104675,8280812.044476247,3696361.018104675
Image_15.png,8280512.044476247,3696361.018104675,8280812.044476247,3696661.018104675
Image_16.png,8280812.044476247,3693961.018104675,8281112.044476247,3694261.018104675
Image_18.png,8280812.044476247,3694861.018104675,8281112.044476247,3695161.018104675
Image_19.png,8280812.044476247,3695161.018104675,8281112.044476247,3695461.018104675
Image_20.png,8280812.044476247,3695461.018104675,8281112.044476247,3695761.018104675
Image_21.png,8280812.044476247,3695761.018104675,8281112.044476247,3696061.018104675
Image_22.png,8280812.044476247,3696061.018104675,8281112.044476247,3696361.018104675
Image_23.png,8280812.044476247,3696361.018104675,8281112.044476247,3696661.018104675
Image_24.png,8281112.044476247,3693961.018104675,8281412.044476247,3694261.018104675
Image_27.png,8281112.044476247,3694861.018104675,8281412.044476247,3695161.018104675
Image_28.png,8281112.044476247,3695161.018104675,8281412.044476247,3695461.018104675
Image_29.png,8281112.044476247,3695461.018104675,8281412.044476247,3695761.018104675
Image_30.png,8281112.044476247,3695761.018104675,8281412.044476247,3696061.018104675
Image_31.png,8281112.044476247,3696061.018104675,8281412.044476247,3696361.018104675
Image_34.png,8281412.044476247,3694561.018104675,8281712.044476247,3694861.018104675
Image_35.png,8281412.044476247,3694861.018104675,8281712.044476247,3695161.018104675
Image_36.png,8281412.044476247,3695161.018104675,8281712.044476247,3695461.018104675
Image_37.png,8281412.044476247,3695461.018104675,8281712.044476247,3695761.018104675
Image_38.png,8281412.044476247,3695761.018104675,8281712.044476247,3696061.018104675
Image_39.png,8281412.044476247,3696061.018104675,8281712.044476247,3696361.018104675
Image_41.png,8281712.044476247,3694561.018104675,8282012.044476247,3694861.018104675
Image_42.png,8281712.044476247,3694861.018104675,8282012.044476247,3695161.018104675
Image_43.png,8281712.044476247,3695161.018104675,8282012.044476247,3695461.018104675
Image_44.png,8281712.044476247,3695461.018104675,8282012.044476247,3695761.018104675
Image_45.png,8281712.044476247,3695761.018104675,8282012.044476247,3696061.018104675
Image_46.png,8281712.044476247,3696061.018104675,8282012.044476247,3696361.018104675
Image_47.png,8281712.044476247,3696361.018104675,8282012.044476247,3696661.018104675
Image_48.png,8282012.044476247,3694861.018104675,8282312.044476247,3695161.018104675
Image_49.png,8282012.044476247,3695161.018104675,8282312.044476247,3695461.018104675
Image_50.png,8282012.044476247,3695461.018104675,8282312.044476247,3695761.018104675
Image_51.png,8282012.044476247,3695761.018104675,8282312.044476247,3696061.018104675
Image_52.png,8282012.044476247,3696061.018104675,8282312.044476247,3696361.018104675
Image_53.png,8282012.044476247,3696361.018104675,8282312.044476247,3696661.018104675
Image_55.png,8282312.044476247,3695161.018104675,8282612.044476247,3695461.018104675
Image_56.png,8282312.044476247,3695461.018104675,8282612.044476247,3695761.018104675
Image_57.png,8282312.044476247,3695761.018104675,8282612.044476247,3696061.018104675
Image_58.png,8282312.044476247,3696061.018104675,8282612.044476247,3696361.018104675
Image_61.png,8282612.044476247,3695461.018104675,8282912.044476247,3695761.018104675
Image_62.png,8282612.044476247,3695761.018104675,8282912.044476247,3696061.018104675
Image_63.png,8282612.044476247,3696061.018104675,8282912.044476247,3696361.018104675
Image_66.png,8282912.044476247,3695761.018104675,8283212.044476247,3696061.018104675
